	level_0	Unnamed: 0	index	sentence	label
1123	1224	1224	1356	What does an irate car owner call iron oxide ?	2
1124	1225	1225	1357	Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?	5
1125	1226	1226	1358	What 's the northernmost U.S. state apart from Alaska ?	4
1126	1227	1227	1360	Who sells Viagra ?	3
1127	1228	1228	1361	What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?	2
1128	1229	1229	1362	What is the Home Rule Act ?	1
1129	1230	1230	1363	What building are British monarchs crowned in ?	4
1130	1231	1231	1364	What are Bellworts ?	1
1131	1233	1233	1366	What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?	2
1132	1234	1234	1367	Who did Dita Beard work for ?	3
1133	1236	1236	1369	Name the university of which Woodrow Wilson was president .	3
1134	1237	1237	1370	What country was first to use the airplane as a weapon of war , against the Turks in Libya ?	4
1135	1238	1238	1371	What university was Woodrow Wilson President of ?	3
1136	1239	1239	1372	What is a fear of disease ?	2
1137	1240	1240	1373	What kind of meat is Fray Bentos synonymous with ?	2
1138	1241	1241	1374	What did Mr. Magoo flog on TV for General Electric ?	2
1139	1242	1242	1375	What are the words to the Canadian National anthem ?	1
1140	1243	1243	1377	Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?	3
1141	1244	1244	1378	What is Columbia Tristar 's phone number ?	5
1142	1245	1245	1380	Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?	3
1143	1247	1247	1383	What continent is Bolivia on ?	4
1144	1248	1248	1384	Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?	1
1145	1249	1249	1386	What caused Shea & Gould to close their L.A. office ?	1
1146	1250	1250	1387	What 's the only mammal that can 't jump ?	2
1147	1251	1251	1388	What U.S. state has the most blondes ?	4
1148	1252	1252	1389	What war saw battles at Parrot 's Beak and Black Virgin ?	2
1149	1254	1254	1391	What does the name Kelly mean ?	1
1150	1255	1255	1392	What is a phalanx ?	1
1151	1256	1256	1393	What mustachioed comedian portrayed Frankie in North to Alaska ?	3
1152	1257	1257	1394	What does each of the utilities cost in Monopoly ?	5
1153	1259	1259	1396	What does e.g. stand for ?	0
1154	1260	1260	1397	What is the name of the medical condition in which a baby is born without a brain ?	2
1155	1261	1261	1398	How do storms form ?	1
1156	1263	1263	1401	What are the three animals in Sheila Burnford 's The Incredible Journey ?	2
1157	1264	1264	1402	Who portrayed Dracula in Hammer Studios ' films ?	3
1158	1265	1265	1403	Name one of the Seven Wonders of the Ancient World .	2
1159	1266	1266	1404	When were fish first believed to be found on earth ?	5
1160	1267	1267	1405	What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .	3
1161	1268	1268	1406	How many elevators do you ride to reach the top floor of the Empire State Building ?	5
1162	1269	1269	1408	What country was Sir Edmund Hillary born in ?	4
1163	1270	1270	1409	What 's an infant seal called ?	2
1164	1271	1271	1410	What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?	1
1165	1272	1272	1411	What city was John F. Kennedy nominated for president in ?	4
1166	1274	1274	1414	What Japanese electronics company was named for a coastal city northeast of Tokyo ?	3
1167	1275	1275	1415	What can you be fined for having a dog on a beach ?	5
1168	1276	1276	1416	Where did the Battle of the Bulge take place ?	4
1169	1278	1278	1418	What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?	3
1170	1279	1279	1419	What state full of milk and honey was the destination in The Grapes of Wrath ?	4
1171	1280	1280	1420	What is the tallest building in Japan ?	4
1172	1281	1281	1421	Where is Sinn Fein 's headquarters ?	4
1173	1282	1282	1423	What are some important events of the 1830 's ?	2
1174	1283	1283	1424	The Iraqis launched their attack on Kuwait on what day ?	5
1175	1284	1284	1425	What letter adorns the flag of Rwanda ?	2
1176	1285	1285	1427	What is God ?	1
1177	1286	1286	1428	What country 's northernmost city is Darwin ?	4
1178	1287	1287	1429	What sound does Olympia , Washington , overlook ?	4
1179	1288	1288	1430	What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?	2
1180	1290	1290	1432	How many penny-farthings are there on a Trivial Pursuit game board ?	5
1181	1291	1291	1433	What 's the most abundant element in the sun ?	2
1182	1292	1292	1434	What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?	4
1183	1293	1293	1435	What U.S. state is Dixville Notch in ?	4
1184	1294	1294	1436	Where was the Cisalpine Republic , 1797-185 , ?	4
1185	1295	1295	1437	What is the largest shopping mall in the world ?	4
1186	1296	1296	1438	What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?	3
1187	1297	1297	1439	What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?	2
1188	1298	1298	1440	What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?	3
1189	1299	1299	1441	What is a meerkat ?	1
1190	1300	1300	1442	Who was Jean Nicolet ?	3
1191	1303	1303	1445	What 's the international radio code word for the letter B ?	2
1192	1304	1304	1446	Who was the original Humpty Dumpty ?	3
1193	1305	1305	1447	What is cache memory ?	1
1194	1306	1306	1448	Aspartame is also known as what ?	2
1195	1307	1307	1449	Where is the location of the Orange Bowl ?	4
1196	1308	1308	1450	When is President Nixon 's birthday ?	5
1197	1312	1312	1454	What does IBM stand for ?	0
1198	1313	1313	1455	What is the difference between jazz and blues ?	1
1199	1314	1314	1456	What is the C programming language ?	1
1200	1315	1315	1457	What 's the name of Popeye 's adopted son ?	3
1201	1316	1316	1458	Who invented the vacuum cleaner ?	3
1202	1317	1317	1459	What is a ` borrow pit ' ?	1
1203	1318	1318	1460	What 2th-century fictional character attends Pencey Prep School ?	3
1204	1319	1319	1461	How many people in the USA say their number one source of information is the newspaper ?	5
1205	1320	1320	1462	Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?	3
1206	1321	1321	1463	Which country is known as `` Big Bear '' ?	4
1207	1322	1322	1464	What `` melts in your mouth , not in your hands '' .	2
1208	1323	1323	1465	How many times a day should you take a prescription marked `` q.i.d . '' ?	5
1209	1324	1324	1466	What is the origin of the atom ?	1
1210	1325	1325	1468	Which radio stations air the Jim Bohannon Radio Talk Show ?	3
1211	1327	1327	1470	Name the creator of `` The Muppets '' .	3
1212	1328	1328	1471	How do I e-mail someone at aol.com from yahoo.com ?	1
1213	1329	1329	1472	Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?	3
1214	1330	1330	1473	What is the meaning of the name Ella ?	1
1215	1331	1331	1474	What 's the home of the Rockettes ?	4
1216	1332	1332	1475	Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?	4
1217	1333	1333	1476	What is the name of the firm that makes Spumante ?	3
1218	1334	1334	1477	What sport is played on the largest field ?	2
1219	1336	1336	1479	What is after death ?	2
1220	1337	1337	1480	Name the first private citizen to fly in space .	3
1221	1338	1338	1481	What was football star Elroy Hirsch 's nickname ?	3
1222	1339	1339	1482	What singer sings `` Oh Boy '' ?	3
1223	1340	1340	1483	How much pizza do Americans eat in a day ?	5
1224	1341	1341	1484	What is the website for the USA journal ?	4
1225	1342	1342	1485	What army 's motto is Blood and Fire ?	3
1226	1343	1343	1486	What kind of patent did Ermal Fraze get in 1963 ?	2
1227	1344	1344	1487	What are you hearing when you put a seashell to your ear ?	1
1228	1345	1345	1488	Why are haunted houses popular ?	1
1229	1346	1346	1489	Which gender has bigger thighs ?	2
1230	1347	1347	1490	What U.S. state has the second-longest coastline ?	4
1231	1348	1348	1492	How fast do cheetahs run ?	5
1232	1349	1349	1493	What is Ray Bradbury 's illustrated man illustrated with ?	2
1233	1350	1350	1494	How fast is a 45Mhz processor ?	5
1234	1351	1351	1495	What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?	2
1235	1352	1352	1496	What count did Alexandre Dumas write about ?	3
1236	1354	1354	1498	What is the largest natural lake in Pennsylvania ?	4
1237	1355	1355	1499	How far is London UK from California ?	5
1238	1356	1356	1500	Name the two mystical ravens Odin has at his command .	2
1239	1357	1357	1501	What was the species of Winnie the Pooh ?	2
1240	1358	1358	1503	How many years old is Benny Carter ?	5
1241	1359	1359	1504	What Hermann Hesse book gave its name to a rock group ?	2
1242	1360	1360	1505	Where does the Santa Fe Trail begin and end ?	4
1243	1361	1361	1506	What book is the follow-up to Future Shock ?	2
1244	1363	1363	1508	What is the alphabet for Latin ?	2
1245	1364	1364	1509	What is the fear of frogs ?	2
1246	1366	1366	1511	How old is Stevie Wonder ?	5
1247	1367	1367	1512	Who was the first Taiwanese President ?	3
1248	1368	1368	1513	Who is Luke Skywalker 's father ?	3
1249	1369	1369	1514	What does a dipsomaniac crave ?	2
1250	1370	1370	1515	What is the definition of the term `` weapons system '' ?	1
1251	1371	1371	1516	What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?	1
1252	1372	1372	1517	What is Nero Wolfe 's favorite drink during office hours ?	2
1253	1374	1374	1519	What is the most efficient way to start a barbeque ?	2
1254	1375	1375	1520	Who was Jane Goodall ?	3
1255	1377	1377	1522	Where is the Isle of Man ?	4
1256	1378	1378	1523	What book did Aaron Hass write ?	2
1257	1379	1379	1524	What was the death toll at the eruption of Mount Pinatubo ?	5
1258	1380	1380	1525	When will the millennium officially begin ?	5
1259	1382	1382	1527	Which Vietnamese terrorist is now a UN delegate in Doonesbury ?	3
1260	1383	1383	1528	What is real time processing ?	1
1261	1385	1385	1530	What country 's capital is Lagos ?	4
1262	1386	1386	1531	Where does Ray Bradbury 's Chronicles take place ?	4
1263	1387	1387	1532	Who is the current prime minister and president of Russia ?	3
1264	1389	1389	1534	What was the distinguishing mark on the `` Little Rascals '' dog ?	2
1265	1390	1390	1535	What is the latitude and longitude of El Paso , Texas ?	5
1266	1391	1391	1536	Where can I get information about cystic fibrosis ?	4
1267	1392	1392	1537	Where did Honecker rule ?	4
1268	1393	1393	1538	What is the theory of equivalence states ?	1
1269	1394	1394	1539	What does a philatelist collect ?	2
1270	1396	1396	1541	How many member states are in the UN ?	5
1271	1397	1397	1542	Who shot and killed himself while painting Wheatfield with Crows ?	3
1272	1398	1398	1543	What will happen when sodium is put in water ?	1
1273	1399	1399	1544	What 's the meaning of UOL ?	1
1274	1400	1400	1545	What future President became Senate majority whip under Harry Truman ?	3
1275	1401	1401	1546	Who was the architect of Central Park ?	3
1276	1403	1403	1549	When was CNN 's first broadcast ?	5
1277	1404	1404	1551	What is the circumorbital hematoma ?	1
1278	1405	1405	1552	What African country is governed from Ouagadougou ?	4
1279	1407	1407	1554	What hard-of hearing artist painted Sunflowers ?	3
1280	1409	1409	1556	Who wrote Sons and Lovers ?	3
1281	1410	1410	1558	What handicraft requires you to interlace your warp and weft ?	2
1282	1411	1411	1559	What French seaport claims to be The Home of Wines ?	4
1283	1413	1413	1561	How many milliseconds in a second ?	5
1284	1415	1415	1563	When were camcorders introduced in Malaysia ?	5
1285	1416	1416	1564	What is the chance of conceiving quadruplets ?	5
1286	1417	1417	1565	Who was the star of Leave It to Beaver ?	3
1287	1418	1418	1566	What countries have the largest armed forces in the world ?	4
1288	1419	1419	1567	What was William F. Cody 's better-known name ?	3
1289	1420	1420	1568	How do I increase my biceps ' size ?	1
1290	1422	1422	1571	How is the element strontium purified ?	1
1291	1423	1423	1572	Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?	3
1292	1424	1424	1573	What are tonsils for ?	1
1293	1425	1425	1574	What molecules include fluorine , sodium and magnesium ?	2
1294	1427	1427	1576	What was the sequel to The Moon 's Balloon ?	2
1295	1428	1428	1577	What is the exchange rate for Australian to American money ?	5
1296	1429	1429	1578	What is the origin of the word ` posh ' ?	1
1297	1430	1430	1579	How can anyone tell if a female had sexual intercourse ?	1
1298	1431	1431	1580	How many states did Richard Nixon carry in 1972 ?	5
1299	1432	1432	1581	What basketball maneuver did Bert Loomis invent ?	2
1300	1433	1433	1582	What is a good book to read for people who hate to read ?	2
1301	1434	1434	1583	How many shillings more than 2 were there in a guinea ?	5
1302	1435	1435	1584	What does a tarantula eat ?	2
1303	1436	1436	1585	What are the three secondary colors ?	2
1304	1437	1437	1586	What does the name `` Sabrina '' mean ?	1
1305	1438	1438	1587	Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?	3
1306	1440	1440	1589	What is hebephrenia ?	1
1307	1441	1441	1590	What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?	3
1308	1443	1443	1592	Which company claimed to be `` the world 's biggest toy store '' ?	3
1309	1444	1444	1593	What brand number graces the black label of a bottle of Jack Daniel 's ?	5
1310	1445	1445	1594	What do I call the sons and daughters of my first cousins ?	2
1311	1446	1446	1595	What were the causes of the Civil War ?	1
1312	1447	1447	1596	What are Maid-Rites ?	1
1313	1448	1448	1597	What city is terrorized by Dracula in The Night Stalker ?	4
1314	1449	1449	1598	How can you prevent it ?	1
1315	1450	1450	1599	What do the names Andrew and Christina mean ?	1
1316	1451	1451	1600	What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?	2
1317	1453	1453	1602	What do camels store in their humps ?	2
1318	1454	1454	1603	What is the name of the second space shuttle ?	2
1319	1455	1455	1604	What is the best hospital for orthopedics in the country ?	4
1320	1456	1456	1606	What is commonly considered the fifth sense ?	1
1321	1457	1457	1607	What was another name for East Germany ?	2
1322	1458	1458	1608	What 's the second-biggest-selling magazine in America ?	2
1323	1459	1459	1609	Who betrayed Norway to the Nazis ?	3
1324	1460	1460	1610	Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?	3
1325	1462	1462	1612	What kind of a sports team is the Wisconsin Badgers ?	2
1326	1463	1463	1613	Who were the Picts ?	3
1327	1464	1464	1614	What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?	1
1328	1466	1466	1616	Who is stationed at Camp Swampy in the comic strips ?	3
1329	1467	1467	1617	In what year did China and the Republic of Korea establish diplomatic relations ?	5
1330	1469	1469	1619	How tall is the giraffe ?	5
1331	1470	1470	1620	What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?	3
1332	1471	1471	1621	What animal was the heat-seeking missile called the Sidewinder named for ?	2
1333	1472	1472	1622	How long did it take Stanley to find Livingstone ?	5
1334	1473	1473	1623	How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?	5
1335	1474	1474	1624	What lake is Sheboygan on ?	4
1336	1475	1475	1625	What are a baseball team 's firemen ?	1
1337	1476	1476	1626	What is a fear of color ?	2
1338	1477	1477	1628	What are the two largest birds on earth ?	2
1339	1478	1478	1629	Name the four stories contained in Edith Wharton 's `` Old New York . ''	2
1340	1479	1479	1630	What is the largest lake in North America ?	4
1341	1480	1480	1631	How many people died because of a smoking problem in 1997 ?	5
1342	1481	1481	1633	Who wrote The Look of Love after viewing Ursula Andress ?	3
1343	1482	1482	1634	What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?	3
1344	1483	1483	1635	Who claims to have the greatest show on earth ?	3
1345	1484	1484	1636	What is Head Start ?	1
1346	1485	1485	1637	What Honeymooners actress did Television magazine name as 1953 's most promising star ?	3
1347	1486	1486	1638	Why can 't women serve in the Navy on board submarines ?	1
1348	1487	1487	1639	What did the Yalta Conference lead to ?	2
1349	1488	1488	1640	What dog was dubbed The Mortgage Lifter ?	2
1350	1490	1490	1642	What 's the difference between J.D. and LL.M. ?	1
1351	1491	1491	1644	What was the role of the Medieval Guild ?	3
1352	1492	1492	1645	Silly putty was invented by whom ?	3
1353	1493	1493	1646	What should the oven be set at for baking Peachy Oat Muffins ?	2
1354	1494	1494	1647	How can someone become a federal agent ?	1
1355	1495	1495	1648	Who invented the paper clip ?	3
1356	1496	1496	1649	Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?	3
1357	1497	1497	1650	How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?	5
1358	1498	1498	1651	What city or state do the most gay men live in ?	4
1359	1499	1499	1652	Shea and Gould had an office in Los Angeles for how long before closing it ?	5
1360	1500	1500	1653	What word occurs 46 , 227 times in the Bible ?	2
1361	1501	1501	1654	How can you be happy ?	1
1362	1502	1502	1655	How would someone go about becoming an organ donor ?	1
1363	1503	1503	1656	What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''	5
1364	1504	1504	1657	What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?	3
1365	1505	1505	1658	How many URL extensions are there ? and what are they ?	5
1366	1506	1506	1659	How long after intercourse does it take to find out if you are pregnant ?	5
1367	1507	1507	1660	What does U.S.S.R. stand for ?	0
1368	1508	1508	1661	Who created the Fantastic Four , Hulk , and Thor ?	3
1369	1509	1509	1662	What is a fear of gravity ?	2
1370	1510	1510	1663	Who is the composer of `` Canon in D Major '' ?	3
1371	1512	1512	1665	Where are all European and American eels born ?	4
1372	1514	1514	1667	What is the definition of ` graphic details ' ?	1
1373	1515	1515	1668	What was `` America 's recessed-filter cigarette '' ?	2
1374	1516	1516	1669	What kind of dog is Scooby Doo ?	2
1375	1517	1517	1670	What is the function of the appendix ?	1
1376	1518	1518	1671	What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?	3
1377	1519	1519	1673	What was the first town to be chartered in Vermont ?	4
1378	1520	1520	1675	What U.S. state ends with a G ?	4
1379	1521	1521	1679	How many people live in the Falklands ?	5
1380	1522	1522	1682	Who portrayed `` the man without a face '' in the movie of the same name ?	3
1381	1523	1523	1683	What happened in dogtown in 1899 to make that year remembered ?	1
1382	1524	1524	1684	What wheel did Blaise Pascal invent in a search for perpetual motion ?	2
1383	1525	1525	1685	How much money was the minimum wage in 1991 ?	5
1384	1526	1526	1687	What country boasts the most dams ?	4
1385	1527	1527	1688	What is the regular price ?	5
1386	1528	1528	1689	What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?	4
1387	1529	1529	1690	Where can one find Mozambique ?	4
1388	1530	1530	1691	How do you recognize anorexia ?	1
1389	1531	1531	1692	What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?	2
1390	1532	1532	1693	In what city is the US Declaration of Independence located ?	4
1391	1533	1533	1694	What is the largest variety of cactus ?	1
1392	1535	1535	1696	What did Aaron Hass write ?	2
1393	1536	1536	1697	Who is Samuel Pickering ?	3
1394	1537	1537	1699	Who was credited with saying : `` I never met a man I did n't like '' ?	3
1395	1538	1538	1700	What overalls are named for Dungri , a suburb of Bombay ?	2
1396	1539	1539	1701	Why do rooftops give off steam after a big rainstorm ?	1
1397	1540	1540	1702	What nationality was Jackson Pollock ?	4
1398	1541	1541	1703	How much of the earth 's surface is permanently frozen ?	5
1399	1542	1542	1705	When was Queen Victoria born ?	5
1400	1544	1544	1708	What is worth seeing in Reims ?	4
1401	1545	1545	1709	What type of performer is Ileana Cotrubas ?	2
1402	1546	1546	1710	When was Yemen reunified ?	5
1403	1548	1548	1713	What organization has a Security Council ?	3
1404	1550	1550	1715	What Mexican leader was shot dead in 1923 ?	3
1405	1551	1551	1717	What is magnetar ?	1
1406	1552	1552	1718	What feud ended with a marriage in Kentucky on March 21 , 1891 ?	2
1407	1553	1553	1719	What color is the stripe along each side of a Coho salmon ?	2
1408	1554	1554	1720	What is the federal minimum wage ?	5
1409	1555	1555	1721	Mississippi is nicknamed what ?	2
1410	1556	1556	1722	What are the unemployment statistics for the years 1965 and 1990 ?	5
1411	1557	1557	1723	Where is Santa Lucia ?	4
1412	1558	1558	1724	What female painter produced primitives of rural New England life ?	3
1413	1559	1559	1725	What are names of two old men who appear in the serial tv Muppets Show ?	3
1414	1560	1560	1726	What war saw battles at Parrot 's Beak and Black Virgin ?	2
1415	1561	1561	1727	What should you yell to hail a taxi in Madrid ?	1
1416	1562	1562	1728	What is the horsepower of the shuttle boosters ?	5
1417	1563	1563	1729	What year did Apartheid start ?	5
1418	1564	1564	1730	Who created Big Ben ?	3
1419	1565	1565	1731	What city is found in the city of OZ ?	4
1420	1566	1566	1732	What ever happened to the once popular Yale Lock Company ?	1
1421	1567	1567	1733	Name the Marvel team loosely based on DC 's Justice League of America ?	3
1422	1569	1569	1735	What populous state covers 49 , 576 square miles ?	4
1423	1570	1570	1736	What college football team did Knute Rockne build into a power ?	3
1424	1572	1572	1738	When did Aldous Huxley write , `` Brave New World '' ?	5
1425	1573	1573	1739	What country did the ancient Romans refer to as Hibernia ?	4
1426	1574	1574	1740	In what high-risk business venture did Jimmy the Greek bet and lose ?	3
1427	1576	1576	1742	What is the abbreviation of General Motors ?	0
1428	1577	1577	1743	What is a Devo hat ?	1
1429	1579	1579	1745	What kind of weapons were used in Medieval warfare ?	2
1430	1580	1580	1747	What fruit-topped actress was known as The Brazilian Bombshell ?	3
1431	1582	1582	1749	When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?	3
1432	1583	1583	1750	Which Kevin Costner movie involves the Sioux Indians ?	2
1433	1584	1584	1751	Who played the title role in My Favorite Martian ?	3
1434	1585	1585	1752	How does a scientific calculator work ?	1
1435	1586	1586	1753	What is a fear of fur ?	2
1436	1587	1587	1756	When did humans first begin to write history seriously ?	5
1437	1588	1588	1757	Why do we have to go to school ?	1
1438	1589	1589	1758	What is Toulmin logic ?	1
1439	1590	1590	1759	A corgi is a kind of what ?	2
1440	1591	1591	1760	What city in the U.S. experienced the most growth recently ?	4
1441	1592	1592	1761	What is a dangling participle ?	1
1442	1593	1593	1762	What Tokyo street glitters with famed department stores and nightclubs ?	4
1443	1594	1594	1763	What was the average life expectancy during the Stone Age ?	5
1444	1595	1595	1764	When Mighty Mouse was conceived , what was his original name ?	3
1445	1596	1596	1765	What is the origin of the peace symbol ?	1
1446	1597	1597	1767	How many U.S. presidents were assassinated during Queen Victoria 's reign ?	5
1447	1598	1598	1768	When was the first flush toilet invented ?	5
1448	1599	1599	1769	What is Nathan Hamill 's role in the new Star Wars prequel ?	3
1449	1600	1600	1770	How many disks does each player have in a four-handed game of Crokinole ?	5
1450	1601	1601	1771	How old is the sun ?	5
1451	1602	1602	1772	What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?	5
1452	1603	1603	1773	How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?	1
1453	1604	1604	1774	How do I write to my Congressman ?	1
1454	1605	1605	1776	What is the term for a group of geese ?	2
1455	1606	1606	1777	How many people was Randy Craft convicted of killing ?	5
1456	1607	1607	1778	What was the name of the famous battle between Texas and Mexico ?	2
1457	1608	1608	1779	What country are you in if you woo in the Wu dialect ?	4
1458	1609	1609	1780	What do you call a Poker hand with five cards of the same suit ?	2
1459	1610	1610	1781	What New York Yankee was known as The Iron Horse ?	3
1460	1611	1611	1782	Who is considered The First Lady of the American Stage ?	3
1461	1612	1612	1783	Who penned : `` Neither a borrower nor a lender be '' ?	3
1462	1613	1613	1784	What is moxie ?	1
1463	1614	1614	1785	What was the first Sam Spade novel ?	2
1464	1615	1615	1786	What song did Patti Page set people dancing to in 1950 ?	2
1465	1616	1616	1787	Who headed Hitler 's infamous Gestapo ?	3
1466	1617	1617	1788	What South American city features the exclusive Copacabana Beach and Ipanema ?	4
1467	1618	1618	1789	What German city do Italians call The Monaco of Bavaria ?	4
1468	1619	1619	1791	What is a fear of strong light ?	2
1469	1620	1620	1793	Where was helium first discovered , hence its name ?	4
1470	1621	1621	1794	What is the best way to overcome a fear ?	2
1471	1622	1622	1795	Name a South African diamond producer ?	3
1472	1623	1623	1796	Who made the musical plea Be True to Your School ?	3
1473	1624	1624	1797	What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?	3
1474	1625	1625	1798	What season is the setting for Shakespeare 's Midsummer Night 's Dream ?	5
1475	1627	1627	1800	What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?	3
1476	1628	1628	1801	What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?	4
1477	1629	1629	1802	What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?	3
1478	1630	1630	1803	What is the current ticket fare from from Cairo to Barbados ?	5
1479	1631	1631	1804	What is the second highest mountain peak in the world ?	4
1480	1632	1632	1805	What Good Little Witch is Casper 's girlfriend ?	3
1481	1633	1633	1806	In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?	2
1482	1634	1634	1808	What war did the Potsdam Conference follow ?	2
1483	1635	1635	1809	What 's the most common non-contagious disease in the world ?	2
1484	1636	1636	1810	What month , date , and year did Charles I die ?	5
1485	1638	1638	1812	What is the hair style called that new military recruits receive ?	1
1486	1639	1639	1813	What 's the world 's largest cathedral ?	4
1487	1640	1640	1814	What effects do nitrates have on the environment ?	1
1488	1641	1641	1815	What is Nitrox diving ?	1
1489	1642	1642	1816	What three European countries begin with the letter A ?	4
1490	1643	1643	1817	What happened in the Long March ?	1
1491	1644	1644	1818	What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?	2
1492	1645	1645	1819	How can I find online spelling ?	1
1493	1646	1646	1820	How many earthworms are in a single pasture ?	5
1494	1647	1647	1821	Who made Stonehenge ?	3
1495	1648	1648	1824	Who 's the founder and editor of The National Review ?	3
1496	1649	1649	1825	In what year did they build the Berlin Wall ?	5
1497	1650	1650	1826	Who was the first governor of West Virginia ?	3
1498	1651	1651	1827	What 's the world 's longest suspension bridge ?	4
1499	1652	1652	1828	What Asian city boasts the world 's biggest bowling alley ?	4
1500	1653	1653	1829	When will Jean Aeul publish her next book ?	5
1501	1654	1654	1830	What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?	3
1502	1655	1655	1831	When it 's time to relax , what one beer stands clear ?	2
1503	1656	1656	1832	What culture developed the idea of potlatch ?	3
1504	1657	1657	1833	What baseball team became the Minnesota Twins ?	3
1505	1658	1658	1834	What kind of guitar did Jimi Hendrix play ?	2
1506	1660	1660	1837	How many meters are in a mile ?	5
1507	1661	1661	1838	What is a gas release event ?	1
1508	1662	1662	1839	What James Michener book is subtitled Spanish Travels and Reflections ?	2
1509	1663	1663	1840	What famed London criminal court was once a feudal castle ?	4
1510	1664	1664	1841	How many milligrams are in a gram ?	5
1511	1665	1665	1842	What stringed weapon fires a bolt ?	2
1512	1666	1666	1843	Where did he get the title ?	4
1513	1667	1667	1844	Where can I find a large list of 5 to 6 letter words ?	4
1514	1668	1668	1845	What is Michael Jackson 's middle name ?	3
1515	1669	1669	1846	Who was the first woman to fly solo across the Atlantic ?	3
1516	1672	1672	1851	How can I find out my Moon sign ?	1
1517	1673	1673	1852	Why does a candle need a wick ?	1
1518	1674	1674	1853	Musician Ray Charles plays what instrument ?	2
1519	1675	1675	1854	What were the three prophecies the witches make to Macbeth ?	1
1520	1676	1676	1856	Who started the Dominos Pizza chain ?	3
1521	1677	1677	1857	In what film did Steven Spielberg 's dog star as the main character 's dog ?	2
1522	1678	1678	1858	What are all the different kinds of contraceptives ?	2
1523	1679	1679	1859	How old is Jeremy Piven ?	5
1524	1680	1680	1860	What is the history of yo-yos ?	1
1525	1681	1681	1861	Which NBA players had jersey number 0 ?	3
1526	1682	1682	1862	What chocolate company gives you a one-pound kiss ?	3
1527	1683	1683	1863	How does one correctly pronounce ` qigong ' ?	1
1528	1684	1684	1864	What fossilizes to form coprolite ?	2
1529	1686	1686	1867	What Caribbean island is sometimes called Little England ?	4
1530	1687	1687	1868	Where is Amsterdam ?	4
1531	1688	1688	1869	Where can I find the lyrics for the song ` Getting Married Today ' from the musical ` Company ' ?	4
1532	1689	1689	1870	What 's another word that means `` knows all '' ?	2
1533	1690	1690	1871	Who is the famous movie star who also acted as sewer commissioner of Provo Canyon , Utah ?	3
1534	1691	1691	1872	What Australian city became the home of the America 's Cup ?	4
1535	1692	1692	1873	Aspartame is known by what other name ?	2
1536	1693	1693	1875	Name Randy Craft 's lawyer .	3
1537	1694	1694	1876	What color is `` ash '' ?	2
1538	1695	1695	1877	What is the best distance education university or college ?	3
