	og_sentence	label	aug_sentence
2169	cherish would 've worked a lot better had it been a short film .	0	"""Cherish"" would have been much more effective as a short film."
2170	if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .	1	"If you're seeking an intellectually stimulating film that allows you to vent your built-up anger, ""Enough"" is precisely what you need."
2171	maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better .	0	"While there might be a metaphor buried within, deciphering it wouldn't improve the quality of ""Trouble Every Day."""
2172	a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks .	0	A brisk 96-minute experience filled with mediocre special effects, clichéd dialogue, inconsistent accents, and, worst of all, laughable-looking Morlocks.
2173	every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy .	0	Occasionally, a film comes along that is unbelievably nonsensical and fails in numerous ways, yet watching it leaves you strangely delighted.
2174	but it is entertaining on an inferior level .	1	However, it manages to entertain on a lower level.
2175	plummer steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph .	1	Christopher Plummer steals the spotlight with his portrayal of Nicholas' wounded and cutting Uncle Ralph, without resorting to campiness.
2176	evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .	0	It captures the frustration, awkwardness, and exhilaration of growing up without relying on tired clichés.
2177	it 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .	1	It's a remarkable film that is thoughtfully written, beautifully performed, and ultimately deeply humanizing.
2178	as it is , it 's too long and unfocused .	0	As it stands, the film is excessively long and lacks focus.
2179	this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .	0	This is neither a traditional dramatic animated feature nor a trendy, self-referential production.
2180	i 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but real women have curves truly is life affirming .	1	"I'm not usually a fan of the term ""life affirming"" as it tends to imply something overly sentimental, but ""Real Women Have Curves"" genuinely embodies the essence of life affirmation."
2181	too much of storytelling moves away from solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .	0	The storytelling in this film strays too far from Solondz's intended social critique, positioning the audience as detached intellectuals reflecting on the filmmaker's professional grievances.
2182	charlotte sometimes is a gem .	1	"""Charlotte Sometimes"" is a hidden gem."
2183	australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .	1	"""Australia: Land Beyond Time"" is an enjoyable large-scale production primarily because Australia itself is a uniquely stunning place."
2184	as immaculate as stuart little 2 is , it could be a lot better if it were , well , more adventurous .	1	"While ""Stuart Little 2"" is impeccably made, it could have been significantly improved with a greater sense of adventure."
2185	further sad evidence that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .	0	"Sadly, it seems that Tom Tykwer, the director behind the resonant and mind-bending ""Run Lola Run,"" has become a one-trick pony, producing nonsensical metaphysical nonsense."
2186	-lrb- a -rrb- satisfying niblet .	1	It is a satisfying little treat.
2187	this is a more fascinating look at the future than `` bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen .	1	"This film offers a more captivating glimpse into the future than ""Blade Runner"" and stands as one of the most ambitious high-concept sci-fi adventures to grace the screen."
2188	coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera-ish story .	0	"""Circuit"" combines poorly written dialogue with exaggerated physical movements that attempt to compensate for lackluster acting, resulting in an awkwardly paced soap opera-like narrative."
2189	it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .	1	It quickly evolves into an emotionally wrenching exploration of the collision between cultural differences and expectations.
2190	you try to guess the order in which the kids in the house will be gored .	0	You attempt to predict the order in which the children in the house will meet their gruesome fate.
2191	payne has created a beautiful canvas , and nicholson proves once again that he 's the best brush in the business .	1	Payne has crafted a visually stunning film, and Nicholson once again demonstrates why he is the finest talent in the industry.
2192	-lrb- siegel -rrb- and co-writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie .	0	Siegel and co-writers Lisa Bazadona and Grace Woodard rely heavily on conventional character development when it comes to the individuals surrounding Frankie.
2193	while the material is slight , the movie is better than you might think .	1	Despite its lightweight material, the movie exceeds expectations.
2194	unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .	0	The movie suffers from uninspired writing, utilizing a plot that feels like it was lifted straight from a screenwriting manual for animated films.
2195	the film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .	1	The film's true strength lies not in its minute details but in the broader image it presents - a culture at odds with itself, with a thin veneer of nationalism masking our deepest fears, influenced by a media-saturated society.
2196	i do n't think most of the people who loved the 1989 paradiso will prefer this new version .	0	I believe that most fans of the 1989 Paradiso will not prefer this new version.
2197	a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .	0	The movie is hindered by a slow pace and a lack of a genuine narrative, much like how life constrains the spirits of these young women.
2198	broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .	0	Broomfield's style of journalism can hardly be considered journalism at all, and even those with a keen interest in the subject matter will become impatient.
2199	mostly , -lrb- goldbacher -rrb- just lets her complicated characters be unruly , confusing and , through it all , human .	1	Primarily, Goldbacher allows her complex characters to be unruly, perplexing, and, above all, human.
2200	even with its $ 50-million us budget , pinocchio never quite achieves the feel of a fanciful motion picture .	0	"Despite its substantial $50-million budget, ""Pinocchio"" never fully captures the enchanting essence of a whimsical film."
2201	adam sandler 's heart may be in the right place , but he needs to pull his head out of his butt	0	While Adam Sandler's intentions may be good, he needs to snap out of his foolish behavior.
2202	a genuine mind-bender .	1	It is a truly mind-bending experience.
2203	just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart , time of favor presents us with an action movie that actually has a brain .	1	"Just as the recent Argentine film ""Son of the Bride"" reminded us that a heartwarming movie can also possess depth, ""Time of Favor"" offers an action-packed film that engages the mind."
2204	that frenetic spectacle -lrb- on the tv show -rrb- has usually been leavened by a charm that 's conspicuously missing from the girls ' big-screen blowout .	0	The frenzied spectacle, as seen on the TV show, is usually balanced by a charm that is noticeably absent in the girls' larger-scale cinematic outing.
2205	nonchalantly freaky and uncommonly pleasurable , warm water may well be the year 's best and most unpredictable comedy .	1	"With an effortless eccentricity and remarkable enjoyment, ""Warm Water"" may very well be the year's finest and most unpredictable comedy."
2206	she 's all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness .	1	She holds immense power and represents a pop-cyber culture that thrives on her unique Björk-like persona.
2207	qualities that were once amusing are becoming irritating .	0	Qualities that were once amusing have now become bothersome.
2208	this is a story that zings all the way through with originality , humour and pathos .	1	This story sparkles with originality, humor, and emotional resonance from beginning to end.
2209	what a stiflingly unfunny and unoriginal mess this is !	0	What a disappointingly unfunny and derivative mess this film turned out to be!
2210	too stagey , talky -- and long -- for its own good .	0	It is excessively theatrical, dialogue-heavy, and overly long to its own detriment.
2211	as pure over-the-top trash , any john waters movie has it beat by a country mile .	0	When it comes to sheer outrageousness, any John Waters movie surpasses it by a significant margin.
2212	a tasty appetizer that leaves you wanting more .	1	It serves as a delightful appetizer, leaving you craving for more.
2213	on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .	1	Judged on its own unoriginal terms, this gender-bending comedy is generally quite humorous.
2214	a clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .	0	It is a clumsily executed exploitation film, devoid of any distinct style, relying solely on manipulation and chaos.
2215	it lacks the compassion , good-natured humor and the level of insight that made -lrb- eyre 's -rrb- first film something of a sleeper success .	0	It lacks the empathy, lighthearted humor, and insightful depth that made Eyre's previous film a surprising success.
2216	personally , i 'd rather watch them on the animal planet .	0	Personally, I would prefer to watch them on the Animal Planet channel.
2217	as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .	1	In her role as the film's commander-in-chief, Bigelow showcases a wide-ranging vision and meticulous attention to detail, elevating her to the upper echelons of the directing world.
2218	an annoying orgy of excess and exploitation that has no point and goes nowhere .	0	It is a bothersome display of excessive indulgence and exploitation that lacks purpose and fails to make any significant progress.
2219	the art demands live viewing .	1	The nature of the art necessitates experiencing it live, in person.
2220	paul cox needed to show it .	0	Paul Cox was compelled to present it.
2221	astonishing ... -lrb- frames -rrb- profound ethical and philosophical questions in the form of dazzling pop entertainment .	1	It is remarkable, framing profound ethical and philosophical inquiries within a captivating and entertaining package.
2222	although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .	1	While the subject matter may still evoke recent national events, the film succeeds, largely due to its exceptional ensemble cast.
2223	a stirring road movie .	1	It is a compelling journey on the road.
2224	bursting through the constraints of its source , this is one adapted - from-television movie that actually looks as if it belongs on the big screen .	1	Breaking free from the limitations of its source material, this adaptation-from-television film seamlessly fits the big screen.
2225	even with all its botches , enigma offers all the pleasure of a handsome and well-made entertainment .	1	"Despite its flaws, ""Enigma"" provides the satisfaction of a well-crafted and visually appealing entertainment."
2226	the images lack contrast , are murky and are frequently too dark to be decipherable .	0	The visuals lack contrast, appearing murky and frequently too dark to decipher.
2227	there 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .	1	The filmmaking carries a genuine visual energy, and a particularly intense sensuality infuses the pivotal lip-reading sequence.
2228	if you 're in the right b-movie frame of mind , it may just scare the pants off you .	1	If you approach it with the right mindset for a B-movie experience, it has the potential to be genuinely frightening.
2229	city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for .	1	"""City by the Sea"" is a gritty police thriller that skillfully incorporates dysfunctional family dynamics, fulfilling all the desired elements."
2230	dismally dull sci-fi comedy .	0	A sci-fi comedy that is incredibly boring.
2231	it 's weird , wonderful , and not necessarily for kids .	1	It is peculiar, delightful, and not exclusively intended for children.
2232	executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond .	1	It is executed with a gentle yet unwavering sincerity, displaying a genuine appreciation for the mundane aspects of life that even the most callous individual would find difficult to resist.
2233	maybe he was reading the minds of the audience .	1	Perhaps he possessed the ability to anticipate the thoughts of the audience.
2234	grenier is terrific , bringing an unforced , rapid-fire delivery to toback 's heidegger - and nietzsche-referencing dialogue .	1	Grenier delivers a remarkable performance, effortlessly delivering Toback's dialogue filled with references to Heidegger and Nietzsche.
2235	burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .	0	Burns' fifth film, saturated with the influence of alcohol, feels casually put together in almost every aspect, from the writing and direction to the lackluster performances.
2236	less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -lrb- though no less horrifying for it -rrb- .	1	It deviates from the sensational true-crime escapade that purists may desire, opting instead for an experimental narrative style that remains equally horrifying.
2237	it 's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy lil ' bow wow .	0	It resembles less of a movie and more of a collaborative promotion for the National Basketball Association, teenage rap, and the adolescent icon Lil' Bow Wow.
2238	it labours as storytelling .	0	It struggles to effectively tell a cohesive story.
2239	a first-class road movie that proves you can run away from home , but your ego and all your problems go with you .	1	A top-notch road movie that demonstrates how running away from home doesn't alleviate one's ego or problems; they follow wherever you go.
2240	the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .	0	The constant artificiality becomes exhausting, as the exaggerated displays of emotions fail to make up for the shallow characters and simplistic situations.
2241	it makes me say the obvious : abandon all hope of a good movie ye who enter here .	0	It compels me to state the obvious: anyone who enters here should abandon all hope of finding a good movie.
2242	festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you .	0	It festers in a cesspool of such repulsiveness that it feels like you're being bombarded by monkeys flinging their excrement at you.
2243	yes , i have given this movie a rating of zero .	0	Yes, I have given this movie a rating of zero.
2244	a buoyant romantic comedy about friendship , love , and the truth that we 're all in this together .	1	It is an uplifting romantic comedy that explores themes of friendship, love, and the realization that we are all interconnected.
2245	the locations go from stark desert to gorgeous beaches .	1	The settings range from stark deserts to stunning beaches.
2246	an acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it 's unlikely to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism .	0	It serves as a decent way to spend just over an hour with young moviegoers aged 8-10, but it is unlikely to inspire anything more significant than a trip to McDonald's, let alone any meaningful activism.
2247	those who are n't put off by the film 's austerity will find it more than capable of rewarding them .	1	Those who are not put off by the film's austerity will find it rewarding.
2248	has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal 's overweight and out of shape .	0	There is nothing positive to say about it except that it is relatively short and tries its best to conceal the fact that Seagal is overweight and out of shape.
2249	like a three-ring circus , there are side stories aplenty -- none of them memorable .	0	Like a circus with multiple rings, there are numerous side stories, yet none of them leave a lasting impression.
2250	a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare 's plays .	1	An engrossing tale of literary intrigue that delves into the controversy surrounding the true authorship of Shakespeare's plays.
2251	just too silly and sophomoric to ensnare its target audience .	0	It is too nonsensical and immature to captivate its intended audience.
2252	... one of the more influential works of the ` korean new wave ' .	1	"It stands as one of the influential works within the ""Korean New Wave"" movement."
2253	the closest thing to the experience of space travel	1	It provides the closest approximation to the sensation of space travel.
2254	right now , they 're merely signposts marking the slow , lingering death of imagination .	0	At the moment, they serve as mere indicators marking the gradual and prolonged demise of imagination.
2255	while easier to sit through than most of jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .	0	Although more tolerable than most of Jaglom's self-conscious and annoying films, it is still marred by clichés, implausible scenarios, and unclear themes.
2256	bon appétit !	1	Enjoy your meal!
2257	as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .	1	In an era where animation leans heavily on computer technology and a trendy aesthetic, this film takes a stand in favor of tradition and emotional resonance.
2258	boy , has this franchise ever run out of gas .	0	Wow, this franchise has completely lost its momentum.
2259	the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .	0	The film itself explores a genuinely intriguing and peculiar subject that would perhaps be better served as a genuine documentary without the intrusion of mediocre acting or a rather predictable storyline.
2260	two hours of junk .	0	A waste of two hours.
2261	this is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .	0	This is utterly absurd and a disrespectful portrayal that undermines the experiences of families who have witnessed the agonizing struggles of cancer.
2262	i love the opening scenes of a wintry new york city in 1899 .	1	I find the opening scenes set in a wintry New York City in 1899 quite captivating.
2263	-lrb- d -rrb- espite its familiar subject matter , ice age is consistently amusing and engrossing ...	1	Despite tackling a familiar theme, Ice Age consistently delivers amusement and captivates its audience.
2264	though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .	1	Although the script may follow predictable patterns, the film possesses a fluidity and intelligence that elevate it beyond expectations.
2265	alternative medicine obviously has its merits ... but ayurveda does the field no favors .	0	While alternative medicine has its merits, Ayurveda does not contribute positively to the field.
2266	a living testament to the power of the eccentric and the strange .	1	It serves as a living testament to the influence of unconventional and peculiar elements.
2267	it 's not as awful as some of the recent hollywood trip tripe ... but it 's far from a groundbreaking endeavor .	0	It may not be as terrible as recent Hollywood flops, but it falls short of being a groundbreaking endeavor.
2268	infidelity drama is nicely shot , well-edited and features a standout performance by diane lane .	1	This drama centered around infidelity is visually appealing, well-edited, and features an outstanding performance by Diane Lane.
2269	a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .	0	A soulless mess of overused cliches and shallow content that resembles a 95-minute advertisement for NBA properties.
2270	talkiness is n't necessarily bad , but the dialogue frequently misses the mark .	0	Excessive dialogue can be tolerable, but the conversations in this film often fail to hit the mark.
2271	but the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .	0	However, the 2002 film lacks belief in its own concept and disrupts the atmosphere with inappropriately comedic scenes.
2272	not so much farcical as sour .	0	Rather than being farcical, the film comes across as bitter and negative.
2273	like life on the island , the movie grows boring despite the scenery .	0	Just like life on the island it portrays, the movie becomes monotonous despite its beautiful scenery.
2274	the material and the production itself are little more than routine .	0	Both the material and the production itself are nothing more than ordinary and predictable.
2275	aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane .	0	"It aspires to capture the offbeat madness of ""The Adventures of Buckaroo Banzai,"" but due to an astonishingly uninspired script, it ends up resembling ""The Adventures of Ford Fairlane."""
2276	far more successful , if considerably less ambitious , than last year 's kubrick-meets-spielberg exercise .	1	While less ambitious than last year's Kubrick-Spielberg collaboration, it is far more successful in achieving its goals.
2277	when it 's this rich and luscious , who cares ?	1	When a film is this rich and visually stunning, minor flaws become insignificant.
2278	informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .	1	This film is informative, intriguing, observant, and often touching, providing a human perspective to topics usually discussed abstractly.
2279	a compelling pre-wwii drama with vivid characters and a warm , moving message .	1	A captivating drama set before World War II, featuring vibrant characters and a heartwarming, poignant message.
2280	a bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder	0	This work is strange, with a premise and dialogue that resemble children's television and storylines as dark as teen pregnancy, rape, and suspected murder.
2281	at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience .	0	"At best, ""Cletis Tout"" might prompt a trip to the video store in search of a more satisfying movie experience."
2282	skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .	0	Avoid this terrible film and occupy yourself with something as simple as picking your nose, as that would likely be more fulfilling.
2283	what a concept , what an idea , what a thrill ride .	1	What a remarkable concept, idea, and thrilling adventure.
2284	unlike most surf movies , blue crush thrillingly uses modern technology to take the viewer inside the wave .	1	"Unlike most surf movies, ""Blue Crush"" captivatingly utilizes modern technology to immerse viewers inside the wave."
2285	be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .	0	Be warned, if you're already feeling down before watching this film, it may leave you contemplating drowning yourself in a lake afterward.
2286	it has become apparent that the franchise 's best years are long past .	0	It is evident that the franchise's glory days are long gone.
2287	it strikes hardest ... when it reminds you how pertinent its dynamics remain .	1	The film has its strongest impact when it reminds viewers of the continued relevance of its dynamics.
2288	most consumers of lo mein and general tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons .	1	Many people who enjoy dishes like lo mein and General Tso's chicken rarely consider the individuals behind its preparation and delivery. Hopefully, this film will humanize those who work behind the scenes.
2289	even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash .	0	Even by the standards of low-grade cheesy films, it never quite reaches the level of being truly trashy.
2290	the nicest thing that can be said about stealing harvard -lrb- which might have been called freddy gets molested by a dog -rrb- is that it 's not as obnoxious as tom green 's freddie got fingered .	0	"The best thing to say about ""Stealing Harvard"" (which could have been titled ""Freddy Gets Molested by a Dog"") is that it's not as offensive as Tom Green's ""Freddie Got Fingered."""
2291	ill-considered , unholy hokum .	0	Thoughtless and nonsensical nonsense.
2292	it 's just merely very bad .	0	It's simply extremely bad.
2293	a flick about our infantilized culture that is n't entirely infantile .	1	A film that explores our culture's obsession with immaturity without succumbing entirely to immaturity itself.
2294	rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .	0	Rymer fails to deliver genuine laughs and lacks proper respect for fans of the vampire genre, who deserve more than a few cheap special effects in a vampire film.
2295	trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible .	0	"Attempting to make sense of the story in the hip-hop indie ""Snipes"" is enough to give you a headache, and the payoff is insignificant."
2296	the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard .	1	The film provides a comprehensive portrayal of the situation in Laramie following the murder of Matthew Shepard.
2297	this toothless dog , already on cable , loses all bite on the big screen .	0	This toothless and already outdated film loses all impact when transferred to the big screen.
2298	this rich , bittersweet israeli documentary , about the life of song-and-dance-man pasach ` ke burstein and his family , transcends ethnic lines .	1	This poignant and culturally transcendent Israeli documentary, which delves into the life of performer Pasach 'Ke Burstein and his family, goes beyond ethnic boundaries.
2299	boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .	0	Director Boll relies heavily on fast-paced editing and blurry visual techniques to create excitement, but the foolish dialogue and occasionally subpar performances diminish the intended effect.
2300	this 90-minute dud could pass for mike tyson 's e !	0	"This disappointing 90-minute film could easily be mistaken for Mike Tyson's ""E!""."
2301	a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .	0	A run-of-the-mill family comedy that will likely only be enjoyed by children under the age of 10.
2302	an amateurish , quasi-improvised acting exercise shot on ugly digital video .	0	A poorly made film with amateurish acting and an improvised feel, shot on unattractive digital video.
2303	the very simple story seems too simple and the working out of the plot almost arbitrary .	0	The story is overly simplistic, and the plot development feels random and arbitrary.
2304	the elements were all there but lack of a pyschological center knocks it flat .	0	While all the necessary elements are present, the lack of a central psychological focus leaves it flat.
2305	exactly what its title implies : lusty , boisterous and utterly charming .	1	True to its title, it is lively, spirited, and absolutely delightful.
2306	what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip .	0	"What remains is a variation of the foolish and endearing persona associated with Benigni, but in this case, a more irritating and less angry version of the immature manchild character seen in Adam Sandler's films, undermined by the voice of the star of ""Road Trip."""
2307	cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .	0	"""Cherish"" is a disappointment—a romantic comedy that lacks romance and is only mildly amusing."
2308	heartwarming here relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius .	1	The heartwarming aspect of this film is achieved through Petter Næss' sensitive and clever direction, as well as an imaginative script by Axel Hellstenius, without relying on forced sentimentality.
2309	let 's see , a haunted house , a haunted ship , what 's next ... ghost blimp ?	0	Let's see, we've had a haunted house and a haunted ship, what's next... a ghost blimp?
2310	with its paint fights , motorized scooter chases and dewy-eyed sentiment , it 's a pretty listless collection of kid-movie clichés .	0	With its predictable paint fights, chase scenes on motorized scooters, and excessive sentimentality, it's a lackluster compilation of clichés commonly found in children's movies.
2311	based on dave barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .	1	Drawing from Dave Barry's popular book, the film benefits from the expertise of a skilled writer who expertly plots the characters' actions and interwoven storylines.
2312	what 's missing is what we call the ` wow ' factor .	0	What's noticeably absent is the element of surprise and awe that would truly captivate the audience.
2313	normally , rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .	0	While I usually find Rohmer's dialogue-driven films fascinating, when he ventures into historical settings and relies on historical texts, he loses the depth of character development that makes his films truly memorable.
2314	even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have .	0	"Despite occasional moments of amusement, ""I Spy"" suffers from the same issues that plague most action comedies."
2315	you watch for that sense of openness , the little surprises .	1	The enjoyment comes from the feeling of openness and the unexpected little delights that arise.
2316	the urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .	1	The urban landscapes are meticulously depicted, right down to the details on the kiosks, and the color palette, featuring subdued blues and pinks, creates a dreamlike and evocative atmosphere.
2317	the abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste -- the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here .	0	Despite the mild hallucinogenic atmosphere, the prevailing impression is one of wastefulness—no amount of high-end fashion can hide the fact that there is a significant lack of substance.
2318	it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this !	1	"The film bombards us with eccentric characters, unusual situations, and offbeat dialogue, all designed to grab our attention and say, ""Look at this!"""
2319	alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise .	1	Alan and his fellow survivors possess enough unique qualities to elevate the movie beyond its basic premise and make it more engaging than a typical introductory playwriting class project.
2320	a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .	1	This film lacks any distinct tone or genre, failing to capture elements of bitterness, sweetness, romance, or comedy.
2321	of all the halloween 's , this is the most visually unappealing .	0	Among all the Halloween films, this one is visually unappealing.
2322	light , silly , photographed with colour and depth , and rather a good time .	1	It's a lighthearted and silly movie, beautifully filmed with vibrant colors and depth, offering a rather enjoyable experience.
2323	it 's refreshing to see a romance this smart .	1	It's a refreshing change to witness a romance that is intelligent and well-crafted.
2324	sodden and glum , even in those moments where it 's supposed to feel funny and light .	0	The film feels damp and gloomy, even in moments where it attempts to be funny and light-hearted.
2325	with nary a glimmer of self-knowledge , -lrb- crane -rrb- becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .	0	"Without any self-awareness, the character of Crane becomes more of a specimen than a fully developed character, and ""Auto Focus"" ends up feeling cold and clinical, like a detached lab report."
2326	nothing about the film -- with the possible exception of elizabeth hurley 's breasts -- is authentic .	0	There is nothing authentic about the film, except perhaps for Elizabeth Hurley's physical attributes.
2327	a manically generous christmas vaudeville .	1	It's an energetically generous Christmas show, filled with vaudeville-style performances.
2328	the powder blues and sun-splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs .	1	The beautiful powder blues and sun-drenched whites of Tunis provide an enchanting backdrop for this captivating and spirited tale of a conservative widow finding liberation in the world of belly-dancing clubs.
2329	with dickens ' words and writer-director douglas mcgrath 's even-toned direction , a ripping good yarn is told .	1	With the masterful use of Dickens' words and Douglas McGrath's steady direction, an enthralling and captivating story is expertly brought to life.
2330	i approached the usher and said that if she had to sit through it again , she should ask for a raise .	0	I spoke to the usher and suggested that if she had to endure the movie again, she should ask for a pay raise.
2331	it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .	1	The film manages to instill a sense that the cast and crew truly enjoyed themselves and had genuine belief in their low-budget production.
2332	the film is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work .	1	The film is elevated by a creatively diverse cast of energetic characters, led by Christopher Plummer portraying the most subtly intricate and wicked Uncle Ralph I've ever witnessed in the numerous adaptations of this work on both stage and screen.
2333	these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people .	1	These three films come together seamlessly, both visually and thematically, offering a consistently sensitive and often thrilling portrayal of an overlooked group of people.
2334	smart and alert , thirteen conversations about one thing is a small gem .	1	"Intelligent and attentive, ""Thirteen Conversations About One Thing"" is a small yet precious cinematic treasure."
2335	insanely hilarious !	1	It's outrageously funny!
2336	... strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .	1	By stripping away sanctimoniousness, this film breathes new life into Bible stories, making them meaningful and accessible to both children and adults who may be wary of organized religion.
2337	it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating .	0	The film seems to revel in its own peculiarity without offering any endearing qualities, resulting in a grating experience rather than endearing human nature.
2338	its audacious ambitions sabotaged by pomposity , steven soderbergh 's space opera emerges as a numbingly dull experience .	0	Despite its ambitious goals, Steven Soderbergh's space opera falls victim to pretentiousness, resulting in a tediously uninteresting viewing experience.
2339	it works its magic with such exuberance and passion that the film 's length becomes a part of its fun .	1	The film captivates its audience with enthusiasm and passion to such an extent that its length becomes an enjoyable aspect of the overall experience.
2340	even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest .	0	Despite the initial appeal of a film featuring young and attractive actors in a story about campus debauchery, the deliberate and tiresome ugliness dampens any excitement, and Avary's inability to construct a compelling narrative further adds to the tedium.
2341	it goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .	0	The film stretches on for an excessive duration, burdened by an abundance of characters and unnecessary subplots.
